pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-1894 c,Kepler-1894,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,5.05366499,0.00005282,-0.00005282,0,0.057600,,,0,1.230,0.520,-0.100,0,,,,,,,,,,,,,,0.000000,,,0,243.06,308.38,-60.30,0,1007,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,5772.00,169.00,-172.00,0,0.90,0.38,-0.07,0,1.00,0.12,-0.12,0,0.000,0.210,-0.280,0,[Fe/H],4.53,0.03,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m20.75s,295.5864604,+49d40m00.67s,49.6668523,935.1910000,24.7450000,-23.5230000,15.4520000,0.0920000,-0.0920000,13.6480000,0.0520000,-0.0520000,15.3627000,0.0004070,-0.0004070,2014-11-18,2014-12-04,2014-11-18
Kepler-1894 c,Kepler-1894,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,5.05361800,0.00004500,-0.00004500,0,0.057000,,,0,1.170,0.720,-0.720,0,,,,,,,,,,,,,,0.000000,,,0,,,,0,982,,,0,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,5740.00,117.00,-117.00,0,0.86,0.36,-0.36,0,0.96,0.08,-0.08,0,,,,0,,4.55,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m20.75s,295.5864604,+49d40m00.67s,49.6668523,935.1910000,24.7450000,-23.5230000,15.4520000,0.0920000,-0.0920000,13.6480000,0.0520000,-0.0520000,15.3627000,0.0004070,-0.0004070,2013-10-28,2014-01-08,2013-10-28
Kepler-1894 c,Kepler-1894,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,5.05368985,0.00005076,-0.00005076,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5467.00,122.00,-122.00,0,0.82,,,0,0.96,,,0,,,,,,4.60,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m20.75s,295.5864604,+49d40m00.67s,49.6668523,935.1910000,24.7450000,-23.5230000,15.4520000,0.0920000,-0.0920000,13.6480000,0.0520000,-0.0520000,15.3627000,0.0004070,-0.0004070,2018-09-25,2018-08-16,2018-09-25
Kepler-1894 c,Kepler-1894,0,1,2,Transit,2023,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230502470V/abstract target=ref>Valizadegan et al. 2023</a>,5.05375004,,,0,,,,,1.589,,,0,0.142,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5772.00,156.00,-173.00,0,0.90,0.28,-0.09,0,1.00,0.11,-0.12,0,0.000,0.250,-0.300,0,[Fe/H],4.53,0.04,-0.21,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m20.75s,295.5864604,+49d40m00.67s,49.6668523,935.1910000,24.7450000,-23.5230000,15.4520000,0.0920000,-0.0920000,13.6480000,0.0520000,-0.0520000,15.3627000,0.0004070,-0.0004070,2023-05-16,2023-05,2023-05-16
Kepler-1921 c,Kepler-1921,0,1,2,Transit,2023,Kepler,Published Confirmed,0,<a refstr=VALIZADEGAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230502470V/abstract target=ref>Valizadegan et al. 2023</a>,3.15721989,,,0,,,,,1.687,,,0,0.151,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6120.00,195.00,-217.00,0,2.00,0.47,-0.80,0,1.25,0.19,-0.23,0,0.020,0.250,-0.300,0,[Fe/H],3.93,0.40,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h01m15.88s,300.3161723,+45d29m43.18s,45.4953271,928.9890000,15.2530000,-14.7770000,13.1030000,0.0690000,-0.0690000,11.5140000,0.0230000,-0.0230000,12.9842000,0.0002910,-0.0002910,2023-05-16,2023-05,2023-05-16
Kepler-1921 c,Kepler-1921,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,3.15722086,0.00001947,-0.00001947,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,6156.49,120.13,-173.26,0,2.22,0.13,-0.15,0,1.17,0.22,-0.12,0,-0.013,0.016,-0.016,0,[M/H],3.81,0.11,-0.09,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h01m15.88s,300.3161723,+45d29m43.18s,45.4953271,928.9890000,15.2530000,-14.7770000,13.1030000,0.0690000,-0.0690000,11.5140000,0.0230000,-0.0230000,12.9842000,0.0002910,-0.0002910,2018-09-25,2018-08-16,2018-09-25
Kepler-1921 c,Kepler-1921,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,3.15721824,0.00002149,-0.00002149,0,0.045400,,,0,1.440,0.480,-0.570,0,,,,,,,,,,,,,,0.000000,,,0,2436.47,2436.92,-1670.48,0,1792,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6120.00,185.00,-221.00,0,2.00,0.67,-0.79,0,1.25,0.27,-0.25,0,0.020,0.220,-0.280,0,[Fe/H],3.93,0.34,-0.17,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h01m15.88s,300.3161723,+45d29m43.18s,45.4953271,928.9890000,15.2530000,-14.7770000,13.1030000,0.0690000,-0.0690000,11.5140000,0.0230000,-0.0230000,12.9842000,0.0002910,-0.0002910,2014-11-18,2014-12-04,2014-11-18
Kepler-1921 c,Kepler-1921,1,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,3.15722086,0.00001947,-0.00001947,0,0.045400,,,0,1.410,0.330,-0.570,0,,,,,,,,,,,,,,0.000000,,,0,2436.47,1766.22,-1678.55,0,1791,,,0,0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,6120.00,195.00,-217.00,0,2.00,0.47,-0.80,0,1.25,0.19,-0.23,0,0.020,0.250,-0.300,0,[Fe/H],3.93,0.40,-0.13,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h01m15.88s,300.3161723,+45d29m43.18s,45.4953271,928.9890000,15.2530000,-14.7770000,13.1030000,0.0690000,-0.0690000,11.5140000,0.0230000,-0.0230000,12.9842000,0.0002910,-0.0002910,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1921 c,Kepler-1921,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,3.15721824,0.00002149,-0.00002149,0,0.045400,,,0,1.440,0.480,-0.570,0,,,,,,,,,,,,,,0.000000,,,0,2436.47,2436.92,-1670.48,0,1792,,,0,0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6120.00,185.00,-221.00,0,2.00,0.67,-0.79,0,1.25,0.27,-0.25,0,0.020,0.220,-0.280,0,[Fe/H],3.93,0.34,-0.17,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h01m15.88s,300.3161723,+45d29m43.18s,45.4953271,928.9890000,15.2530000,-14.7770000,13.1030000,0.0690000,-0.0690000,11.5140000,0.0230000,-0.0230000,12.9842000,0.0002910,-0.0002910,2015-08-25,2015-09-24,2015-08-25
Kepler-1921 c,Kepler-1921,0,1,2,Transit,2023,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,3.15721824,0.00002149,-0.00002149,0,0.045400,,,0,1.440,0.480,-0.570,0,,,,,,,,,,,,,,0.000000,,,0,2436.47,2436.92,-1670.48,0,1792,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6120.00,185.00,-221.00,0,2.00,0.67,-0.79,0,1.25,0.27,-0.25,0,0.020,0.220,-0.280,0,[Fe/H],3.93,0.34,-0.17,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h01m15.88s,300.3161723,+45d29m43.18s,45.4953271,928.9890000,15.2530000,-14.7770000,13.1030000,0.0690000,-0.0690000,11.5140000,0.0230000,-0.0230000,12.9842000,0.0002910,-0.0002910,2014-11-21,2014-12-18,2014-11-21
Kepler-1976 b,Kepler-1976,0,1,1,Transit Timing Variations,2023,Kepler,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,4.95931945,0.00000052,-0.00000052,0,0.058700,,,0,11.880,4.910,-1.080,0,,,,,,,,,,,,,,0.000000,,,0,382.06,462.38,-107.38,0,1128,,,0,1,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,6117.00,156.00,-210.00,0,1.02,0.42,-0.09,0,1.10,0.21,-0.14,0,-0.020,0.200,-0.300,0,[Fe/H],4.46,0.04,-0.28,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m40.09s,292.1670600,+48d43m39.12s,48.7275345,1314.5100000,41.8450000,-41.8450000,15.4450000,0.3200000,-0.3200000,13.8050000,0.0600000,-0.0600000,15.2580000,0.0003370,-0.0003370,2015-08-25,2015-09-24,2015-08-25
Kepler-1976 b,Kepler-1976,1,1,1,Transit Timing Variations,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,4.95931924,0.00000052,-0.00000052,0,0.056500,,,0,12.210,1.960,-1.460,0,,,,,,,,,,,,,,0.000000,,,0,349.40,146.52,-93.21,0,1103,,,0,1,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,5712.00,77.00,-77.00,0,1.08,0.17,-0.13,0,0.98,0.07,-0.06,0,0.100,0.150,-0.150,0,[Fe/H],4.36,0.11,-0.11,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m40.09s,292.1670600,+48d43m39.12s,48.7275345,1314.5100000,41.8450000,-41.8450000,15.4450000,0.3200000,-0.3200000,13.8050000,0.0600000,-0.0600000,15.2580000,0.0003370,-0.0003370,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-1976 b,Kepler-1976,0,1,1,Transit Timing Variations,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,4.95931924,0.00000052,-0.00000052,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5734.00,25.00,-25.00,0,1.06,,,0,1.02,,,0,0.080,0.100,-0.100,0,[M/H],4.39,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m40.09s,292.1670600,+48d43m39.12s,48.7275345,1314.5100000,41.8450000,-41.8450000,15.4450000,0.3200000,-0.3200000,13.8050000,0.0600000,-0.0600000,15.2580000,0.0003370,-0.0003370,2018-09-25,2018-08-16,2018-09-25
Kepler-1976 b,Kepler-1976,0,1,1,Transit Timing Variations,2023,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,4.95931945,0.00000052,-0.00000052,0,0.058700,,,0,11.880,4.910,-1.080,0,,,,,,,,,,,,,,0.000000,,,0,382.06,462.38,-107.38,0,1128,,,0,1,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,6117.00,156.00,-210.00,0,1.02,0.42,-0.09,0,1.10,0.21,-0.14,0,-0.020,0.200,-0.300,0,[Fe/H],4.46,0.04,-0.28,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m40.09s,292.1670600,+48d43m39.12s,48.7275345,1314.5100000,41.8450000,-41.8450000,15.4450000,0.3200000,-0.3200000,13.8050000,0.0600000,-0.0600000,15.2580000,0.0003370,-0.0003370,2014-11-21,2014-12-18,2014-11-21
Kepler-1976 b,Kepler-1976,0,1,1,Transit Timing Variations,2023,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,4.95931945,0.00000052,-0.00000052,0,0.058700,,,0,11.880,4.910,-1.080,0,,,,,,,,,,,,,,0.000000,,,0,382.06,462.38,-107.38,0,1128,,,0,1,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,6117.00,156.00,-210.00,0,1.02,0.42,-0.09,0,1.10,0.21,-0.14,0,-0.020,0.200,-0.300,0,[Fe/H],4.46,0.04,-0.28,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m40.09s,292.1670600,+48d43m39.12s,48.7275345,1314.5100000,41.8450000,-41.8450000,15.4450000,0.3200000,-0.3200000,13.8050000,0.0600000,-0.0600000,15.2580000,0.0003370,-0.0003370,2014-11-18,2014-12-04,2014-11-18
Kepler-1976 b,Kepler-1976,0,1,1,Transit Timing Variations,2023,Kepler,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,4.95931950,0.00000013,-0.00000013,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5734.00,25.00,-25.00,0,1.06,,,0,1.02,,,0,0.080,0.100,-0.100,0,[M/H],4.39,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m40.09s,292.1670600,+48d43m39.12s,48.7275345,1314.5100000,41.8450000,-41.8450000,15.4450000,0.3200000,-0.3200000,13.8050000,0.0600000,-0.0600000,15.2580000,0.0003370,-0.0003370,2016-07-26,2016-07,2016-07-28
Kepler-1976 b,Kepler-1976,0,1,1,Transit Timing Variations,2023,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,4.95933470,0.00000190,-0.00000190,0,0.058000,,,0,10.900,4.000,-4.000,0,,,,,,,,,,,,,,0.000000,,,0,,,,0,1096,,,0,1,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,6095.00,126.00,-126.00,0,0.96,0.35,-0.35,0,1.06,0.09,-0.09,0,,,,0,,4.50,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m40.09s,292.1670600,+48d43m39.12s,48.7275345,1314.5100000,41.8450000,-41.8450000,15.4450000,0.3200000,-0.3200000,13.8050000,0.0600000,-0.0600000,15.2580000,0.0003370,-0.0003370,2013-10-28,2014-01-08,2013-10-28
Kepler-1976 b,Kepler-1976,0,1,1,Transit Timing Variations,2023,Kepler,Published Confirmed,0,<a refstr=WU_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230212778W/abstract target=ref>Wu et al. 2023</a>,4.96000000,,,0,,,,,11.690,,,0,1.043,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m40.09s,292.1670600,+48d43m39.12s,48.7275345,1314.5100000,41.8450000,-41.8450000,15.4450000,0.3200000,-0.3200000,13.8050000,0.0600000,-0.0600000,15.2580000,0.0003370,-0.0003370,2023-03-15,2023-02,2023-03-15
Kepler-1977 b,Kepler-1977,0,1,1,Transit,2023,Kepler,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,4.53700111,0.00002344,-0.00002344,0,0.048800,,,0,1.570,0.170,-0.120,0,,,,,,,,,,,,,,0.000000,,,0,102.44,38.10,-24.92,0,811,,,0,0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,4812.00,145.00,-133.00,0,0.71,0.07,-0.06,0,0.75,0.07,-0.07,0,-0.040,0.300,-0.300,0,[Fe/H],4.61,0.03,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m28.29s,290.6178587,+37d17m20.76s,37.2891002,592.7110000,12.3435000,-12.3435000,16.0470000,0.1260000,-0.1260000,13.3580000,0.0390000,-0.0390000,15.6540000,0.0004540,-0.0004540,2014-11-18,2014-12-04,2014-11-18
Kepler-1977 b,Kepler-1977,0,1,1,Transit,2023,Kepler,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,4.53700111,0.00002344,-0.00002344,0,0.048800,,,0,1.570,0.170,-0.120,0,,,,,,,,,,,,,,0.000000,,,0,102.44,38.10,-24.92,0,811,,,0,0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,4812.00,145.00,-133.00,0,0.71,0.07,-0.06,0,0.75,0.07,-0.07,0,-0.040,0.300,-0.300,0,[Fe/H],4.61,0.03,-0.06,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m28.29s,290.6178587,+37d17m20.76s,37.2891002,592.7110000,12.3435000,-12.3435000,16.0470000,0.1260000,-0.1260000,13.3580000,0.0390000,-0.0390000,15.6540000,0.0004540,-0.0004540,2014-11-21,2014-12-18,2014-11-21
Kepler-1977 b,Kepler-1977,0,1,1,Transit,2023,Kepler,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,4.53699300,0.00002700,-0.00002700,0,0.048000,,,0,1.440,0.700,-0.700,0,,,,,,,,,,,,,,0.000000,,,0,,,,0,764,,,0,0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,4771.00,68.00,-68.00,0,0.63,0.02,-0.02,0,0.72,0.02,-0.02,0,,,,0,,4.69,0.30,-0.30,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m28.29s,290.6178587,+37d17m20.76s,37.2891002,592.7110000,12.3435000,-12.3435000,16.0470000,0.1260000,-0.1260000,13.3580000,0.0390000,-0.0390000,15.6540000,0.0004540,-0.0004540,2013-10-28,2014-01-08,2013-10-28
Kepler-1977 b,Kepler-1977,0,1,1,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,4.53702121,0.00002498,-0.00002498,0,,,,0,,,,0,,,,,,,,,,,,,,,,,0,,,,0,,,,0,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4606.75,110.59,-110.59,0,0.71,,,0,0.73,,,0,-0.246,0.014,-0.014,0,[M/H],4.60,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m28.29s,290.6178587,+37d17m20.76s,37.2891002,592.7110000,12.3435000,-12.3435000,16.0470000,0.1260000,-0.1260000,13.3580000,0.0390000,-0.0390000,15.6540000,0.0004540,-0.0004540,2018-09-25,2018-08-16,2018-09-25
